Data,Area,Empresa,CNPJ,Princípio_ativo,Nome_do_produto,Numero_do_processo,Validade,Petição,Expediente,Numero_do_registro,Prazo_de_validade,Apresentacao,Situacao,Tipo_de_peticao,Categoria_regulatória,Clone,Classe_terapêutica,Data_de_protocolo,Tempo_para_publicação,Tempo_de_fila,Comentarios
9/9/2024,GGMED,EMS S/A,57507378000365,OLMESARTANA MEDOXOMILA + HIDROCLOROTIAZIDA,OLMEDIX HCT,25351.176093/2014-13, 05/2030,10507 SIMILAR - MODIFICAÇÃO PÓS-REGISTRO - CLONE,1017369/24-2,1.0235.1350.010-8 ,24 Meses,"(40 + 12,5) MG COM REV CT BL AL AL X 30",Indeferido,Pós-registro,Genérico,Sim,,,,,"Informações do matriz: (11858 - RDC 73/2016 - GENÉRICO - Exclusão não crítica de testes ou métodos -
0907357/24-4 - 25351.118760/2014-14)"
9/9/2024,GGMED,EMS S/A,57507378000365,OLMESARTANA MEDOXOMILA + HIDROCLOROTIAZIDA,OLMEDIX HCT,25351.176093/2014-13, 05/2030,10507 SIMILAR - MODIFICAÇÃO PÓS-REGISTRO - CLONE,1017369/24-2,1.0235.1350.011-6,24 Meses,"(40 + 12,5) MG COM REV CT BL AL AL X 60",Indeferido,Pós-registro,Genérico,Sim,,,,,"Informações do matriz: (11858 - RDC 73/2016 - GENÉRICO - Exclusão não crítica de testes ou métodos -
0907357/24-4 - 25351.118760/2014-14)"
9/9/2024,GGMED,EMS S/A,57507378000365,OLMESARTANA MEDOXOMILA + HIDROCLOROTIAZIDA,OLMEDIX HCT,25351.176093/2014-13, 05/2030,10507 SIMILAR - MODIFICAÇÃO PÓS-REGISTRO - CLONE,1017369/24-2,1.0235.1350.012-4,24 Meses,"(40 + 12,5) MG COM REV CT BL AL AL X 100 (EMB FRAC)",Indeferido,Pós-registro,Genérico,Sim,,,,,"Informações do matriz: (11858 - RDC 73/2016 - GENÉRICO - Exclusão não crítica de testes ou métodos -
0907357/24-4 - 25351.118760/2014-14)"
9/9/2024,GGMED,EMS S/A,57507378000365,OLMESARTANA MEDOXOMILA + HIDROCLOROTIAZIDA,OLMEDIX HCT,25351.176093/2014-13, 05/2030,10507 SIMILAR - MODIFICAÇÃO PÓS-REGISTRO - CLONE,1017369/24-2,1.0235.1350.013-2,24 Meses,"(40 + 12,5) MG COM REV CT BL AL AL X 200",Indeferido,Pós-registro,Genérico,Sim,,,,,"Informações do matriz: (11858 - RDC 73/2016 - GENÉRICO - Exclusão não crítica de testes ou métodos -
0907357/24-4 - 25351.118760/2014-14)"
9/9/2024,GGMED,EMS S/A,57507378000365,OLMESARTANA MEDOXOMILA + HIDROCLOROTIAZIDA,OLMEDIX HCT,25351.176093/2014-13, 05/2030,10507 SIMILAR - MODIFICAÇÃO PÓS-REGISTRO - CLONE,1017369/24-2,1.0235.1350.014-0,24 Meses,"(40 + 12,5) MG COM REV CT BL AL AL X 500",Indeferido,Pós-registro,Genérico,Sim,,,,,"Informações do matriz: (11858 - RDC 73/2016 - GENÉRICO - Exclusão não crítica de testes ou métodos -
0907357/24-4 - 25351.118760/2014-14)"
9/9/2024,GGMED,EMS S/A,57507378000365,OLMESARTANA MEDOXOMILA + HIDROCLOROTIAZIDA,OLMEDIX HCT,25351.176093/2014-13, 05/2030,10507 SIMILAR - MODIFICAÇÃO PÓS-REGISTRO - CLONE,1017369/24-2,1.0235.1350.015-9,24 Meses,(40 + 25) MG COM REV CT BL AL AL X 10,Indeferido,Pós-registro,Genérico,Sim,,,,,"Informações do matriz: (11858 - RDC 73/2016 - GENÉRICO - Exclusão não crítica de testes ou métodos -
0907357/24-4 - 25351.118760/2014-14)"
9/9/2024,GGMED,EMS S/A,57507378000365,OLMESARTANA MEDOXOMILA + HIDROCLOROTIAZIDA,OLMEDIX HCT,25351.176093/2014-13, 05/2030,10507 SIMILAR - MODIFICAÇÃO PÓS-REGISTRO - CLONE,1017369/24-2,1.0235.1350.016-7,24 Meses,(40 + 25) MG COM REV CT BL AL AL X 20,Indeferido,Pós-registro,Genérico,Sim,,,,,"Informações do matriz: (11858 - RDC 73/2016 - GENÉRICO - Exclusão não crítica de testes ou métodos -
0907357/24-4 - 25351.118760/2014-14)"
9/9/2024,GGMED,EMS S/A,57507378000365,OLMESARTANA MEDOXOMILA + HIDROCLOROTIAZIDA,OLMEDIX HCT,25351.176093/2014-13, 05/2030,10507 SIMILAR - MODIFICAÇÃO PÓS-REGISTRO - CLONE,1017369/24-2,1.0235.1350.017-5,24 Meses,(40 + 25) MG COM REV CT BL AL AL X 30,Indeferido,Pós-registro,Genérico,Sim,,,,,"Informações do matriz: (11858 - RDC 73/2016 - GENÉRICO - Exclusão não crítica de testes ou métodos -
0907357/24-4 - 25351.118760/2014-14)"
9/9/2024,GGMED,EMS S/A,57507378000365,OLMESARTANA MEDOXOMILA + HIDROCLOROTIAZIDA,OLMEDIX HCT,25351.176093/2014-13, 05/2030,10507 SIMILAR - MODIFICAÇÃO PÓS-REGISTRO - CLONE,1017369/24-2,1.0235.1350.018-3,24 Meses,(40 + 25) MG COM REV CT BL AL AL X 60,Indeferido,Pós-registro,Genérico,Sim,,,,,"Informações do matriz: (11858 - RDC 73/2016 - GENÉRICO - Exclusão não crítica de testes ou métodos -
0907357/24-4 - 25351.118760/2014-14)"
9/9/2024,GGMED,EMS S/A,57507378000365,OLMESARTANA MEDOXOMILA + HIDROCLOROTIAZIDA,OLMEDIX HCT,25351.176093/2014-13, 05/2030,10507 SIMILAR - MODIFICAÇÃO PÓS-REGISTRO - CLONE,1017369/24-2,1.0235.1350.019-1 ,24 Meses,(40 + 25) MG COM REV CT BL AL AL X 100 (EMB FRAC),Indeferido,Pós-registro,Genérico,Sim,,,,,"Informações do matriz: (11858 - RDC 73/2016 - GENÉRICO - Exclusão não crítica de testes ou métodos -
0907357/24-4 - 25351.118760/2014-14)"
9/9/2024,GGMED,EMS S/A,57507378000365,OLMESARTANA MEDOXOMILA + HIDROCLOROTIAZIDA,OLMEDIX HCT,25351.176093/2014-13, 05/2030,10507 SIMILAR - MODIFICAÇÃO PÓS-REGISTRO - CLONE,1017369/24-2,1.0235.1350.020-5 ,24 Meses,(40 + 25) MG COM REV CT BL AL AL X 200,Indeferido,Pós-registro,Genérico,Sim,,,,,"Informações do matriz: (11858 - RDC 73/2016 - GENÉRICO - Exclusão não crítica de testes ou métodos -
0907357/24-4 - 25351.118760/2014-14)"
9/9/2024,GGMED,EMS S/A,57507378000365,OLMESARTANA MEDOXOMILA + HIDROCLOROTIAZIDA,OLMEDIX HCT,25351.176093/2014-13, 05/2030,10507 SIMILAR - MODIFICAÇÃO PÓS-REGISTRO - CLONE,1017369/24-2,1.0235.1350.021-3,24 Meses,(40 + 25) MG COM REV CT BL AL AL X 500,Indeferido,Pós-registro,Genérico,Sim,,,,,"Informações do matriz: (11858 - RDC 73/2016 - GENÉRICO - Exclusão não crítica de testes ou métodos -
0907357/24-4 - 25351.118760/2014-14)"
9/9/2024,GGMED,EMS S/A,57507378000365,OLMESARTANA MEDOXOMILA + BESILATO DE ANLODIPINO,OLMEDIX ANLO,25351.229310/2014-51, 05/2026,10507 SIMILAR - MODIFICAÇÃO PÓS-REGISTRO - CLONE,1010371/24-6,1.0235.1152.001-2,24 Meses,20 MG + 5 MG COM REV CT BL AL/AL X 10,Indeferido,Pós-registro,Similar,Sim,,,,,Informações matriz: (Exclusão não crítica de testes ou métodos - 0907353/24-1 - 25351.176076/2014-78)
9/9/2024,GGMED,EMS S/A,57507378000365,OLMESARTANA MEDOXOMILA + BESILATO DE ANLODIPINO,OLMEDIX ANLO,25351.229310/2014-51, 05/2026,10507 SIMILAR - MODIFICAÇÃO PÓS-REGISTRO - CLONE,1010371/24-6,1.0235.1152.002-0,24 Meses,20 MG + 5 MG COM REV CT BL AL/AL X 15,Indeferido,Pós-registro,Similar,Sim,,,,,Informações matriz: (Exclusão não crítica de testes ou métodos - 0907353/24-1 - 25351.176076/2014-78)
9/9/2024,GGMED,EMS S/A,57507378000365,OLMESARTANA MEDOXOMILA + BESILATO DE ANLODIPINO,OLMEDIX ANLO,25351.229310/2014-51, 05/2026,10507 SIMILAR - MODIFICAÇÃO PÓS-REGISTRO - CLONE,1010371/24-6,1.0235.1152.003-9,24 Meses,20 MG + 5 MG COM REV CT BL AL/AL X 30,Indeferido,Pós-registro,Similar,Sim,,,,,Informações matriz: (Exclusão não crítica de testes ou métodos - 0907353/24-1 - 25351.176076/2014-78)
9/9/2024,GGMED,EMS S/A,57507378000365,OLMESARTANA MEDOXOMILA + BESILATO DE ANLODIPINO,OLMEDIX ANLO,25351.229310/2014-51, 05/2026,10507 SIMILAR - MODIFICAÇÃO PÓS-REGISTRO - CLONE,1010371/24-6,1.0235.1152.004-7,24 Meses,20 MG + 5 MG COM REV CT BL AL/AL X 40,Indeferido,Pós-registro,Similar,Sim,,,,,Informações matriz: (Exclusão não crítica de testes ou métodos - 0907353/24-1 - 25351.176076/2014-78)
9/9/2024,GGMED,EMS S/A,57507378000365,OLMESARTANA MEDOXOMILA + BESILATO DE ANLODIPINO,OLMEDIX ANLO,25351.229310/2014-51, 05/2026,10507 SIMILAR - MODIFICAÇÃO PÓS-REGISTRO - CLONE,1010371/24-6,1.0235.1152.005-5 ,24 Meses,20 MG + 5 MG COM REV CT BL AL/AL X 60,Indeferido,Pós-registro,Similar,Sim,,,,,Informações matriz: (Exclusão não crítica de testes ou métodos - 0907353/24-1 - 25351.176076/2014-78)
9/9/2024,GGMED,EMS S/A,57507378000365,OLMESARTANA MEDOXOMILA + BESILATO DE ANLODIPINO,OLMEDIX ANLO,25351.229310/2014-51, 05/2026,10507 SIMILAR - MODIFICAÇÃO PÓS-REGISTRO - CLONE,1010371/24-6,1.0235.1152.006-3,24 Meses,20 MG + 5 MG COM REV CT BL AL/AL X 100 (EMB FRAC),Indeferido,Pós-registro,Similar,Sim,,,,,Informações matriz: (Exclusão não crítica de testes ou métodos - 0907353/24-1 - 25351.176076/2014-78)
9/9/2024,GGMED,EMS S/A,57507378000365,OLMESARTANA MEDOXOMILA + BESILATO DE ANLODIPINO,OLMEDIX ANLO,25351.229310/2014-51, 05/2026,10507 SIMILAR - MODIFICAÇÃO PÓS-REGISTRO - CLONE,1010371/24-6,1.0235.1152.007-1,24 Meses,20 MG + 5 MG COM REV CT BL AL/AL X 200,Indeferido,Pós-registro,Similar,Sim,,,,,Informações matriz: (Exclusão não crítica de testes ou métodos - 0907353/24-1 - 25351.176076/2014-78)
9/9/2024,GGMED,EMS S/A,57507378000365,OLMESARTANA MEDOXOMILA + BESILATO DE ANLODIPINO,OLMEDIX ANLO,25351.229310/2014-51, 05/2026,10507 SIMILAR - MODIFICAÇÃO PÓS-REGISTRO - CLONE,1010371/24-6,1.0235.1152.008-1 ,24 Meses,20 MG + 5 MG COM REV CT BL AL/AL X 500,Indeferido,Pós-registro,Similar,Sim,,,,,Informações matriz: (Exclusão não crítica de testes ou métodos - 0907353/24-1 - 25351.176076/2014-78)
9/9/2024,GGMED,EMS S/A,57507378000365,OLMESARTANA MEDOXOMILA + BESILATO DE ANLODIPINO,OLMEDIX ANLO,25351.229310/2014-51, 05/2026,10507 SIMILAR - MODIFICAÇÃO PÓS-REGISTRO - CLONE,1010371/24-6,1.0235.1152.009-8,24 Meses,40 MG + 5 MG COM REV CT BL AL/AL X 10,Indeferido,Pós-registro,Similar,Sim,,,,,Informações matriz: (Exclusão não crítica de testes ou métodos - 0907353/24-1 - 25351.176076/2014-78)
9/9/2024,GGMED,EMS S/A,57507378000365,OLMESARTANA MEDOXOMILA + BESILATO DE ANLODIPINO,OLMEDIX ANLO,25351.229310/2014-51, 05/2026,10507 SIMILAR - MODIFICAÇÃO PÓS-REGISTRO - CLONE,1010371/24-6,1.0235.1152.010-1,24 Meses,40 MG + 5 MG COM REV CT BL AL/AL X 15,Indeferido,Pós-registro,Similar,Sim,,,,,Informações matriz: (Exclusão não crítica de testes ou métodos - 0907353/24-1 - 25351.176076/2014-78)
9/9/2024,GGMED,EMS S/A,57507378000365,OLMESARTANA MEDOXOMILA + BESILATO DE ANLODIPINO,OLMEDIX ANLO,25351.229310/2014-51, 05/2026,10507 SIMILAR - MODIFICAÇÃO PÓS-REGISTRO - CLONE,1010371/24-6,1.0235.1152.011-1,24 Meses,40 MG + 5 MG COM REV CT BL AL/AL X 30,Indeferido,Pós-registro,Similar,Sim,,,,,Informações matriz: (Exclusão não crítica de testes ou métodos - 0907353/24-1 - 25351.176076/2014-78)
9/9/2024,GGMED,EMS S/A,57507378000365,OLMESARTANA MEDOXOMILA + BESILATO DE ANLODIPINO,OLMEDIX ANLO,25351.229310/2014-51, 05/2026,10507 SIMILAR - MODIFICAÇÃO PÓS-REGISTRO - CLONE,1010371/24-6,1.0235.1152.012-8,24 Meses,40 MG + 5 MG COM REV CT BL AL/AL X 40,Indeferido,Pós-registro,Similar,Sim,,,,,Informações matriz: (Exclusão não crítica de testes ou métodos - 0907353/24-1 - 25351.176076/2014-78)
9/9/2024,GGMED,EMS S/A,57507378000365,OLMESARTANA MEDOXOMILA + BESILATO DE ANLODIPINO,OLMEDIX ANLO,25351.229310/2014-51, 05/2026,10507 SIMILAR - MODIFICAÇÃO PÓS-REGISTRO - CLONE,1010371/24-6,1.0235.1152.013-6,24 Meses,40 MG + 5 MG COM REV CT BL AL/AL X 60,Indeferido,Pós-registro,Similar,Sim,,,,,Informações matriz: (Exclusão não crítica de testes ou métodos - 0907353/24-1 - 25351.176076/2014-78)
9/9/2024,GGMED,EMS S/A,57507378000365,OLMESARTANA MEDOXOMILA + BESILATO DE ANLODIPINO,OLMEDIX ANLO,25351.229310/2014-51, 05/2026,10507 SIMILAR - MODIFICAÇÃO PÓS-REGISTRO - CLONE,1010371/24-6,1.0235.1152.014-4 ,24 Meses,40 MG + 5 MG COM REV CT BL AL/AL X 100 (EMB FRAC),Indeferido,Pós-registro,Similar,Sim,,,,,Informações matriz: (Exclusão não crítica de testes ou métodos - 0907353/24-1 - 25351.176076/2014-78)
9/9/2024,GGMED,EMS S/A,57507378000365,OLMESARTANA MEDOXOMILA + BESILATO DE ANLODIPINO,OLMEDIX ANLO,25351.229310/2014-51, 05/2026,10507 SIMILAR - MODIFICAÇÃO PÓS-REGISTRO - CLONE,1010371/24-6,1.0235.1152.015-2 ,24 Meses,40 MG + 5 MG COM REV CT BL AL/AL X 200,Indeferido,Pós-registro,Similar,Sim,,,,,Informações matriz: (Exclusão não crítica de testes ou métodos - 0907353/24-1 - 25351.176076/2014-78)
9/9/2024,GGMED,EMS S/A,57507378000365,OLMESARTANA MEDOXOMILA + BESILATO DE ANLODIPINO,OLMEDIX ANLO,25351.229310/2014-51, 05/2026,10507 SIMILAR - MODIFICAÇÃO PÓS-REGISTRO - CLONE,1010371/24-6,1.0235.1152.016-0,24 Meses,40 MG + 5 MG COM REV CT BL AL/AL X 500,Indeferido,Pós-registro,Similar,Sim,,,,,Informações matriz: (Exclusão não crítica de testes ou métodos - 0907353/24-1 - 25351.176076/2014-78)
9/9/2024,GGMED,EMS S/A,57507378000365,OLMESARTANA MEDOXOMILA + BESILATO DE ANLODIPINO,OLMEDIX ANLO,25351.229310/2014-51, 05/2026,10507 SIMILAR - MODIFICAÇÃO PÓS-REGISTRO - CLONE,1010371/24-6,1.0235.1152.017-9,24 Meses,40 MG + 10 MG COM REV CT BL AL/AL X 10,Indeferido,Pós-registro,Similar,Sim,,,,,Informações matriz: (Exclusão não crítica de testes ou métodos - 0907353/24-1 - 25351.176076/2014-78)
9/9/2024,GGMED,EMS S/A,57507378000365,OLMESARTANA MEDOXOMILA + BESILATO DE ANLODIPINO,OLMEDIX ANLO,25351.229310/2014-51, 05/2026,10507 SIMILAR - MODIFICAÇÃO PÓS-REGISTRO - CLONE,1010371/24-6,1.0235.1152.018-7 ,24 Meses,40 MG + 10 MG COM REV CT BL AL/AL X 15,Indeferido,Pós-registro,Similar,Sim,,,,,Informações matriz: (Exclusão não crítica de testes ou métodos - 0907353/24-1 - 25351.176076/2014-78)
9/9/2024,GGMED,EMS S/A,57507378000365,OLMESARTANA MEDOXOMILA + BESILATO DE ANLODIPINO,OLMEDIX ANLO,25351.229310/2014-51, 05/2026,10507 SIMILAR - MODIFICAÇÃO PÓS-REGISTRO - CLONE,1010371/24-6,1.0235.1152.019-5,24 Meses,40 MG + 10 MG COM REV CT BL AL/AL X 30,Indeferido,Pós-registro,Similar,Sim,,,,,Informações matriz: (Exclusão não crítica de testes ou métodos - 0907353/24-1 - 25351.176076/2014-78)
9/9/2024,GGMED,EMS S/A,57507378000365,OLMESARTANA MEDOXOMILA + BESILATO DE ANLODIPINO,OLMEDIX ANLO,25351.229310/2014-51, 05/2026,10507 SIMILAR - MODIFICAÇÃO PÓS-REGISTRO - CLONE,1010371/24-6,1.0235.1152.020-9,24 Meses,40 MG + 10 MG COM REV CT BL AL/AL X 40,Indeferido,Pós-registro,Similar,Sim,,,,,Informações matriz: (Exclusão não crítica de testes ou métodos - 0907353/24-1 - 25351.176076/2014-78)
9/9/2024,GGMED,EMS S/A,57507378000365,OLMESARTANA MEDOXOMILA + BESILATO DE ANLODIPINO,OLMEDIX ANLO,25351.229310/2014-51, 05/2026,10507 SIMILAR - MODIFICAÇÃO PÓS-REGISTRO - CLONE,1010371/24-6,1.0235.1152.021-7,24 Meses,40 MG + 10 MG COM REV CT BL AL/AL X 60,Indeferido,Pós-registro,Similar,Sim,,,,,Informações matriz: (Exclusão não crítica de testes ou métodos - 0907353/24-1 - 25351.176076/2014-78)
9/9/2024,GGMED,EMS S/A,57507378000365,OLMESARTANA MEDOXOMILA + BESILATO DE ANLODIPINO,OLMEDIX ANLO,25351.229310/2014-51, 05/2026,10507 SIMILAR - MODIFICAÇÃO PÓS-REGISTRO - CLONE,1010371/24-6,1.0235.1152.022-5,24 Meses,40 MG + 10 MG COM REV CT BL AL/AL X 100 (EMB FRAC),Indeferido,Pós-registro,Similar,Sim,,,,,Informações matriz: (Exclusão não crítica de testes ou métodos - 0907353/24-1 - 25351.176076/2014-78)
9/9/2024,GGMED,EMS S/A,57507378000365,OLMESARTANA MEDOXOMILA + BESILATO DE ANLODIPINO,OLMEDIX ANLO,25351.229310/2014-51, 05/2026,10507 SIMILAR - MODIFICAÇÃO PÓS-REGISTRO - CLONE,1010371/24-6,1.0235.1152.023-3,24 Meses,40 MG + 10 MG COM REV CT BL AL/AL X 200,Indeferido,Pós-registro,Similar,Sim,,,,,Informações matriz: (Exclusão não crítica de testes ou métodos - 0907353/24-1 - 25351.176076/2014-78)
9/9/2024,GGMED,EMS S/A,57507378000365,OLMESARTANA MEDOXOMILA + BESILATO DE ANLODIPINO,OLMEDIX ANLO,25351.229310/2014-51, 05/2026,10507 SIMILAR - MODIFICAÇÃO PÓS-REGISTRO - CLONE,1010371/24-6,1.0235.1152.024-1 ,24 Meses,40 MG + 10 MG COM REV CT BL AL/AL X 500,Indeferido,Pós-registro,Similar,Sim,,,,,Informações matriz: (Exclusão não crítica de testes ou métodos - 0907353/24-1 - 25351.176076/2014-78)
9/9/2024,GGMED,EMS S/A,57507378000365,olmesartana medoxomila,,25351.311870/2014-05 , 02/2030,11858 RDC 73/2016 - GENÉRICO - EXCLUSÃO NÃO CRÍTICA DE TESTES OU MÉTODOS,0907355/24-8,1.0235.1335.001-7,24 Meses,20 MG COM REV CT BL AL AL X 10,Indeferido,Pós-registro,Genérico,Não,,,,,
9/9/2024,GGMED,EMS S/A,57507378000365,olmesartana medoxomila,,25351.311870/2014-05 , 02/2030,11858 RDC 73/2016 - GENÉRICO - EXCLUSÃO NÃO CRÍTICA DE TESTES OU MÉTODOS,0907355/24-8,1.0235.1335.002-5,24 Meses,20 MG COM REV CT BL AL AL X 20,Indeferido,Pós-registro,Genérico,Não,,,,,
9/9/2024,GGMED,EMS S/A,57507378000365,olmesartana medoxomila,,25351.311870/2014-05 , 02/2030,11858 RDC 73/2016 - GENÉRICO - EXCLUSÃO NÃO CRÍTICA DE TESTES OU MÉTODOS,0907355/24-8,1.0235.1335.003-3,24 Meses,20 MG COM REV CT BL AL AL X 30,Indeferido,Pós-registro,Genérico,Não,,,,,
9/9/2024,GGMED,EMS S/A,57507378000365,olmesartana medoxomila,,25351.311870/2014-05 , 02/2030,11858 RDC 73/2016 - GENÉRICO - EXCLUSÃO NÃO CRÍTICA DE TESTES OU MÉTODOS,0907355/24-8,1.0235.1335.004-1,24 Meses,20 MG COM REV CT BL AL AL X 40,Indeferido,Pós-registro,Genérico,Não,,,,,
9/9/2024,GGMED,EMS S/A,57507378000365,olmesartana medoxomila,,25351.311870/2014-05 , 02/2030,11858 RDC 73/2016 - GENÉRICO - EXCLUSÃO NÃO CRÍTICA DE TESTES OU MÉTODOS,0907355/24-8,1.0235.1335.005-1,24 Meses,20 MG COM REV CT BL AL AL X 60,Indeferido,Pós-registro,Genérico,Não,,,,,
9/9/2024,GGMED,EMS S/A,57507378000365,olmesartana medoxomila,,25351.311870/2014-05 , 02/2030,11858 RDC 73/2016 - GENÉRICO - EXCLUSÃO NÃO CRÍTICA DE TESTES OU MÉTODOS,0907355/24-8,1.0235.1335.006-8,24 Meses,20 MG COM REV CT BL AL AL X 100 (EMB FRAC),Indeferido,Pós-registro,Genérico,Não,,,,,
9/9/2024,GGMED,EMS S/A,57507378000365,olmesartana medoxomila,,25351.311870/2014-05 , 02/2030,11858 RDC 73/2016 - GENÉRICO - EXCLUSÃO NÃO CRÍTICA DE TESTES OU MÉTODOS,0907355/24-8,1.0235.1335.007-6,24 Meses,20 MG COM REV CT BL AL AL X 200,Indeferido,Pós-registro,Genérico,Não,,,,,
9/9/2024,GGMED,EMS S/A,57507378000365,olmesartana medoxomila,,25351.311870/2014-05 , 02/2030,11858 RDC 73/2016 - GENÉRICO - EXCLUSÃO NÃO CRÍTICA DE TESTES OU MÉTODOS,0907355/24-8,1.0235.1335.008-4,24 Meses,40 MG COM REV CT BL AL AL X 10,Indeferido,Pós-registro,Genérico,Não,,,,,
9/9/2024,GGMED,EMS S/A,57507378000365,olmesartana medoxomila,,25351.311870/2014-05 , 02/2030,11858 RDC 73/2016 - GENÉRICO - EXCLUSÃO NÃO CRÍTICA DE TESTES OU MÉTODOS,0907355/24-8,1.0235.1335.009-2,24 Meses,40 MG COM REV CT BL AL AL X 20,Indeferido,Pós-registro,Genérico,Não,,,,,
9/9/2024,GGMED,EMS S/A,57507378000365,olmesartana medoxomila,,25351.311870/2014-05 , 02/2030,11858 RDC 73/2016 - GENÉRICO - EXCLUSÃO NÃO CRÍTICA DE TESTES OU MÉTODOS,0907355/24-8,1.0235.1335.010-6,24 Meses,40 MG COM REV CT BL AL AL X 30,Indeferido,Pós-registro,Genérico,Não,,,,,
9/9/2024,GGMED,EMS S/A,57507378000365,olmesartana medoxomila,,25351.311870/2014-05 , 02/2030,11858 RDC 73/2016 - GENÉRICO - EXCLUSÃO NÃO CRÍTICA DE TESTES OU MÉTODOS,0907355/24-8,1.0235.1335.011-4 ,24 Meses,40 MG COM REV CT BL AL AL X 40,Indeferido,Pós-registro,Genérico,Não,,,,,
9/9/2024,GGMED,EMS S/A,57507378000365,olmesartana medoxomila,,25351.311870/2014-05 , 02/2030,11858 RDC 73/2016 - GENÉRICO - EXCLUSÃO NÃO CRÍTICA DE TESTES OU MÉTODOS,0907355/24-8,1.0235.1335.012-2,24 Meses,40 MG COM REV CT BL AL AL X 60,Indeferido,Pós-registro,Genérico,Não,,,,,
9/9/2024,GGMED,EMS S/A,57507378000365,olmesartana medoxomila,,25351.311870/2014-05 , 02/2030,11858 RDC 73/2016 - GENÉRICO - EXCLUSÃO NÃO CRÍTICA DE TESTES OU MÉTODOS,0907355/24-8,1.0235.1335.013-0,24 Meses,40 MG COM REV CT BL AL AL X 100 (EMB FRAC),Indeferido,Pós-registro,Genérico,Não,,,,,
9/9/2024,GGMED,EMS S/A,57507378000365,olmesartana medoxomila,,25351.311870/2014-05 , 02/2030,11858 RDC 73/2016 - GENÉRICO - EXCLUSÃO NÃO CRÍTICA DE TESTES OU MÉTODOS,0907355/24-8,1.0235.1335.014-9,24 Meses,40 MG COM REV CT BL AL AL X 200,Indeferido,Pós-registro,Genérico,Não,,,,,
9/9/2024,GGMED,EMS S/A,57507378000365,OLMESARTANA MEDOXOMILA,OLMEDIX,25351.451090/2014-58, 05/2030,10507 SIMILAR - MODIFICAÇÃO PÓS-REGISTRO - CLONE,1010207/24-8,1.0235.1348.001-8,24 Meses,20 MG COM REV CT BL AL AL X 10,Indeferido,Pós-registro,Similar,Sim,,,,,"Informações do matriz: (11858 - RDC 73/2016 - GENÉRICO - Exclusão não crítica de testes ou métodos -
0907355/24-8 - 25351.311870/2014-05"
9/9/2024,GGMED,EMS S/A,57507378000365,OLMESARTANA MEDOXOMILA,OLMEDIX,25351.451090/2014-58, 05/2030,10507 SIMILAR - MODIFICAÇÃO PÓS-REGISTRO - CLONE,1010207/24-8,1.0235.1348.002-6,24 Meses,20 MG COM REV CT BL AL AL X 20,Indeferido,Pós-registro,Similar,Sim,,,,,"Informações do matriz: (11858 - RDC 73/2016 - GENÉRICO - Exclusão não crítica de testes ou métodos -
0907355/24-8 - 25351.311870/2014-05"
9/9/2024,GGMED,EMS S/A,57507378000365,OLMESARTANA MEDOXOMILA,OLMEDIX,25351.451090/2014-58, 05/2030,10507 SIMILAR - MODIFICAÇÃO PÓS-REGISTRO - CLONE,1010207/24-8,1.0235.1348.003-4,24 Meses,20 MG COM REV CT BL AL AL X 30,Indeferido,Pós-registro,Similar,Sim,,,,,"Informações do matriz: (11858 - RDC 73/2016 - GENÉRICO - Exclusão não crítica de testes ou métodos -
0907355/24-8 - 25351.311870/2014-05"
9/9/2024,GGMED,EMS S/A,57507378000365,OLMESARTANA MEDOXOMILA,OLMEDIX,25351.451090/2014-58, 05/2030,10507 SIMILAR - MODIFICAÇÃO PÓS-REGISTRO - CLONE,1010207/24-8,1.0235.1348.004-2,24 Meses,20 MG COM REV CT BL AL AL X 40,Indeferido,Pós-registro,Similar,Sim,,,,,"Informações do matriz: (11858 - RDC 73/2016 - GENÉRICO - Exclusão não crítica de testes ou métodos -
0907355/24-8 - 25351.311870/2014-05"
9/9/2024,GGMED,EMS S/A,57507378000365,OLMESARTANA MEDOXOMILA,OLMEDIX,25351.451090/2014-58, 05/2030,10507 SIMILAR - MODIFICAÇÃO PÓS-REGISTRO - CLONE,1010207/24-8,1.0235.1348.005-0,24 Meses,20 MG COM REV CT BL AL AL X 60,Indeferido,Pós-registro,Similar,Sim,,,,,"Informações do matriz: (11858 - RDC 73/2016 - GENÉRICO - Exclusão não crítica de testes ou métodos -
0907355/24-8 - 25351.311870/2014-05"
9/9/2024,GGMED,EMS S/A,57507378000365,OLMESARTANA MEDOXOMILA,OLMEDIX,25351.451090/2014-58, 05/2030,10507 SIMILAR - MODIFICAÇÃO PÓS-REGISTRO - CLONE,1010207/24-8,1.0235.1348.006-9,24 Meses,20 MG COM REV CT BL AL AL X 100 (EMB FRAC),Indeferido,Pós-registro,Similar,Sim,,,,,"Informações do matriz: (11858 - RDC 73/2016 - GENÉRICO - Exclusão não crítica de testes ou métodos -
0907355/24-8 - 25351.311870/2014-05"
9/9/2024,GGMED,EMS S/A,57507378000365,OLMESARTANA MEDOXOMILA,OLMEDIX,25351.451090/2014-58, 05/2030,10507 SIMILAR - MODIFICAÇÃO PÓS-REGISTRO - CLONE,1010207/24-8,1.0235.1348.007-7,24 Meses,20 MG COM REV CT BL AL AL X 200,Indeferido,Pós-registro,Similar,Sim,,,,,"Informações do matriz: (11858 - RDC 73/2016 - GENÉRICO - Exclusão não crítica de testes ou métodos -
0907355/24-8 - 25351.311870/2014-05"
